id,price,desc,numstories,yearbuilt,exteriorfinish,rooftype,basement,totalrooms,bedrooms,bathrooms,fireplaces,sqft,lotarea,zipcode,AvgIncome,Location,DistDowntown
PA10289,380000,SINGLE FAMILY,2,1940,Frame,SHINGLE,1,8,3,3,1,1665,15810,15243,60717,NotCity,7.224
PA10824,260600,SINGLE FAMILY,1,1950,Stone,SHINGLE,1,7,4,2.5,1,2136,42829,15237,55016,NotCity,11.386
PA10163,779000,SINGLE FAMILY,2,1934,Stone,SLATE,1,9,4,3,2,3378,16554,15243,60717,NotCity,7.224
PA10629,360000,SINGLE FAMILY,2,1902,Frame,SHINGLE,1,7,3,1,0,1470,3333,15215,43750,PartCity,7.116
PA10692,249000,SINGLE FAMILY,2,1978,Frame,SHINGLE,1,7,3,2.5,1,2114,31663,15044,95289,NotCity,16.661
PA10836,32500,SINGLE FAMILY,1,1945,Frame,SHINGLE,1,3,1,1,0,744,4280,15014,42500,NotCity,21.713
PA10501,120000,SINGLE FAMILY,1,1952,Brick,SHINGLE,1,6,3,1.5,1,1698,12633,15235,41367,PartCity,10.963
PA10330,585000,SINGLE FAMILY,1,1940,Stone,SLATE,1,7,3,3,1,1496,30099,15243,60717,NotCity,7.224
PA10718,219000,SINGLE FAMILY,1,2008,Frame,SHINGLE,0,6,2,3.5,0,2737,64251,15037,55863,NotCity,18.97
PA10602,317015,SINGLE FAMILY,2,2014,Frame,SHINGLE,1,8,4,2.5,0,2368,12983,15026,69387,NotCity,23.041
PA10276,133000,SINGLE FAMILY,1.5,1949,Frame,SHINGLE,1,5,2,1,1,1333,26316,15025,60669,NotCity,13.094
PA10517,139000,SINGLE FAMILY,1,1962,Brick,SHINGLE,1,6,3,1,0,988,111252,15026,69387,NotCity,23.041
PA10001,33000,MULTI-FAMILY,2,1920,Frame,SHINGLE,1,8,4,2,0,2079,2500,15223,33724,NotCity,6.432
PA10185,139500,SINGLE FAMILY,1,1940,Stone,SLATE,1,6,3,2,1,1729,8320,15235,41367,PartCity,10.963
PA10881,125000,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,2,0,1196,5581,15037,55863,NotCity,18.97
PA10270,717500,MULTI-FAMILY,2,1958,Brick,SHINGLE,1,8,4,2,0,1824,174240,15235,41367,PartCity,10.963
PA10180,35000,SINGLE FAMILY,1,1999,Brick,SHINGLE,1,7,3,2,0,2080,10200,15220,44018,PartCity,3.907
PA10166,68000,SINGLE FAMILY,1,1977,Frame,SHINGLE,1,7,3,2.5,1,1594,55495,15026,69387,NotCity,23.041
PA10375,234900,SINGLE FAMILY,1,1962,Brick,SHINGLE,1,6,3,2.5,1,1609,6614,15227,38439,PartCity,6.258
PA10229,165000,SINGLE FAMILY,2,1915,Stone,SHINGLE,1,9,4,1,1,2244,21702,15236,46913,NotCity,7.695
PA10047,545300,SINGLE FAMILY,1.5,1951,Frame,SLATE,1,9,4,3,2,3027,122883,15238,67370,NotCity,11.876
PA10393,75000,SINGLE FAMILY,2,1920,Brick,SHINGLE,1,6,3,1.5,0,1696,8000,15212,26712,PartCity,2.168
PA10388,128000,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,6,2,1.5,0,1040,6966,15243,60717,NotCity,7.224
PA10590,84900,MULTI-FAMILY,1,1947,Frame,SHINGLE,1,12,6,3,0,1824,3427,15014,42500,NotCity,21.713
PA10751,89900,SINGLE FAMILY,1,1910,Frame,SHINGLE,1,5,3,1.5,0,1395,9224,15031,55031,NotCity,16.265
PA10068,132200,SINGLE FAMILY,1,1978,Frame,SHINGLE,1,6,3,2,1,1284,8315,15025,60669,NotCity,13.094
PA10363,38500,SINGLE FAMILY,1,1956,Frame,SHINGLE,1,5,3,1,0,800,13600,15332,62875,NotCity,20.091
PA10337,345000,SINGLE FAMILY,1,1969,Frame,SHINGLE,1,9,5,2.5,1,2004,11655,15237,55016,NotCity,11.386
PA10912,182000,MULTI-FAMILY,3,1900,Brick,SHINGLE,1,11,3,4,0,2964,2500,15213,18473,City,3.316
PA10283,128000,SINGLE FAMILY,1.5,1950,Brick,SHINGLE,1,6,3,1,0,1437,5400,15236,46913,NotCity,7.695
PA10639,428500,SINGLE FAMILY,2,1997,Brick,SHINGLE,1,9,4,4,1,3056,21344,15044,95289,NotCity,16.661
PA10187,352000,SINGLE FAMILY,2,1924,Brick,SLATE,1,7,3,2,2,4103,214315,15235,41367,PartCity,10.963
PA10703,136300,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,5,2,2,0,875,7576,15236,46913,NotCity,7.695
PA10380,33800,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,4,1,1,0,900,7710,15235,41367,PartCity,10.963
PA10907,475000,SINGLE FAMILY,2,1995,Brick,SHINGLE,1,10,4,3.5,1,4385,40333,15005,64427,NotCity,22.026
PA10049,1011805,CONDOMINIUM,1,2015,Concrete,SHINGLE,1,10,4,4,0,3986,0,15238,67370,NotCity,11.876
PA10614,67000,SINGLE FAMILY,2,1972,Frame,SHINGLE,1,5,3,1.5,0,1240,7015,15237,55016,NotCity,11.386
PA10275,165000,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,6,3,1,1,1213,10193,15236,46913,NotCity,7.695
PA10338,245000,SINGLE FAMILY,1,1970,Stone,SHINGLE,1,8,3,2,0,3926,18861,15235,41367,PartCity,10.963
PA10927,600000,MULTI-FAMILY,2.5,1900,Stone,SHINGLE,1,10,6,3,1,3636,2919,15213,18473,City,3.316
PA10875,140000,SINGLE FAMILY,1,1948,Frame,SHINGLE,1,6,3,2,0,1056,15200,15025,60669,NotCity,13.094
PA10345,51500,SINGLE FAMILY,2,1950,Brick,SHINGLE,1,6,2,1,0,1000,3300,15216,39526,PartCity,3.842
PA10038,149000,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,4,2.5,0,1712,7324,15025,60669,NotCity,13.094
PA10975,125000,SINGLE FAMILY,1,1978,Brick,SHINGLE,1,6,3,1.5,1,1252,9100,15037,55863,NotCity,18.97
PA10062,26000,SINGLE FAMILY,2,1916,Frame,SHINGLE,1,5,2,1,1,1320,3960,15212,26712,PartCity,2.168
PA10638,368000,SINGLE FAMILY,1,1993,Brick,SHINGLE,1,5,2,2.5,1,2167,41164,15025,60669,NotCity,13.094
PA10311,329215,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,9,4,2.5,1,2896,11551,15025,60669,NotCity,13.094
PA10056,1050000,SINGLE FAMILY,2,1930,Frame,SLATE,1,10,5,4.5,1,3523,125845,15238,67370,NotCity,11.876
PA10968,85000,SINGLE FAMILY,1,1957,Frame,SHINGLE,1,4,1,1,0,952,2400,15037,55863,NotCity,18.97
PA10832,36000,SINGLE FAMILY,2,1955,Brick,SHINGLE,1,6,3,1,0,924,7500,15235,41367,PartCity,10.963
PA10054,470000,SINGLE FAMILY,2,1989,Brick,SHINGLE,1,10,4,3,1,2820,2439,15243,60717,NotCity,7.224
PA10431,87000,CONDOMINIUM,2,1980,Frame,SHINGLE,1,5,2,1.5,0,1140,0,15218,35983,PartCity,6.905
PA10041,333000,SINGLE FAMILY,2,1988,Brick,SHINGLE,1,8,4,4.5,2,3754,17103,15025,60669,NotCity,13.094
PA10235,395000,MULTI-FAMILY,2,1920,Frame,SHINGLE,1,7,3,2,0,2104,3000,15215,43750,PartCity,7.116
PA10533,240000,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,6,3,3,0,2000,1450,15212,26712,PartCity,2.168
PA10618,237025,CONDOMINIUM,2,2006,Frame,SHINGLE,1,6,3,2.5,0,1724,0,15227,38439,PartCity,6.258
PA10317,51000,SINGLE FAMILY,2,1900,Frame,SHINGLE,1,5,2,1,1,1179,1593,15216,39526,PartCity,3.842
PA10318,198000,MULTI-FAMILY,2,1906,Frame,SHINGLE,1,8,2,2,0,2360,3734,15215,43750,PartCity,7.116
PA10407,35000,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,9,3,2,0,2034,7435,15003,37868,NotCity,21.495
PA10522,53000,SINGLE FAMILY,2,1880,Frame,SLATE,1,9,4,1,0,1864,6457,15215,43750,PartCity,7.116
PA10958,462000,SINGLE FAMILY,1,2015,Frame,SHINGLE,1,10,4,3,0,2184,100963,15332,62875,NotCity,20.091
PA10797,149900,CONDOMINIUM,2,1992,Frame,SHINGLE,1,4,2,2.5,0,1224,2473,15236,46913,NotCity,7.695
PA10838,47500,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,2,1,976,6219,15216,39526,PartCity,3.842
PA10197,144000,SINGLE FAMILY,1,1952,Brick,SHINGLE,1,6,3,1.5,0,1116,9750,15025,60669,NotCity,13.094
PA10074,577500,SINGLE FAMILY,2,2003,Brick,SHINGLE,1,8,4,3,0,3884,384635,15025,60669,NotCity,13.094
PA10351,280000,SINGLE FAMILY,1.5,1953,Brick,SLATE,1,8,3,2.5,1,2693,15379,15243,60717,NotCity,7.224
PA10673,82400,CONDOMINIUM,1.5,1990,Frame,SHINGLE,0,5,2,2,0,1408,3032,15236,46913,NotCity,7.695
PA10798,1182370,SINGLE FAMILY,2,1908,Stone,SLATE,1,12,6,6.5,2,7894,19470,15213,18473,City,3.316
PA10739,304678,SINGLE FAMILY,2,2013,Frame,SHINGLE,1,7,4,3.5,0,2352,7500,15026,69387,NotCity,23.041
PA10867,138000,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,5,2,1.5,2,1571,52577,15037,55863,NotCity,18.97
PA10167,189900,SINGLE FAMILY,1,1970,Brick,SHINGLE,1,7,3,1.5,0,1246,59982,15037,55863,NotCity,18.97
PA10475,139100,SINGLE FAMILY,1,1955,Frame,SHINGLE,1,5,3,1,0,936,49484,15005,64427,NotCity,22.026
PA10126,100000,SINGLE FAMILY,1,1952,Concrete,SHINGLE,0,4,2,1,0,1224,22380,15037,55863,NotCity,18.97
PA10421,186000,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,1,1,1167,9511,15238,67370,NotCity,11.876
PA10710,269900,SINGLE FAMILY,1.5,1935,Brick,SLATE,1,6,3,2,1,1581,43560,15237,55016,NotCity,11.386
PA10904,700000,SINGLE FAMILY,2,1988,Brick,SLATE,1,10,4,3.5,1,3506,48613,15243,60717,NotCity,7.224
PA10777,89000,SINGLE FAMILY,2,1920,Frame,SHINGLE,1,5,2,1,0,1219,2500,15223,33724,NotCity,6.432
PA10456,245000,SINGLE FAMILY,2,1972,Frame,SHINGLE,1,7,3,2.5,1,2326,20767,15227,38439,PartCity,6.258
PA10844,252900,CONDOMINIUM,1,2013,Brick,SHINGLE,0,5,2,2.5,0,2340,7157,15025,60669,NotCity,13.094
PA10291,112500,SINGLE FAMILY,2,1920,Frame,SLATE,1,8,3,1,1,2210,5400,15003,37868,NotCity,21.495
PA10784,995000,SINGLE FAMILY,1.5,2011,Stone,SLATE,1,10,4,5,3,7636,54929,15238,67370,NotCity,11.876
PA10240,35000,SINGLE FAMILY,2,1926,Stone,SHINGLE,1,6,3,1,0,1186,3168,15212,26712,PartCity,2.168
PA10377,320000,SINGLE FAMILY,2,1988,Brick,SHINGLE,1,10,5,2.5,1,2448,17119,15025,60669,NotCity,13.094
PA10467,270000,CONDOMINIUM,2,2011,Frame,SHINGLE,1,7,3,2.5,0,2390,5405,15237,55016,NotCity,11.386
PA10918,290000,CONDOMINIUM,1.5,1998,Frame,SHINGLE,0,5,3,2,0,2170,9643,15236,46913,NotCity,7.695
PA10061,79900,SINGLE FAMILY,1,1951,Brick,SHINGLE,1,6,2,1.5,0,1220,7678,15034,57850,NotCity,13.448
PA10959,75000,CONDOMINIUM,2,1984,Frame,SHINGLE,1,4,2,1.5,0,992,1260,15236,46913,NotCity,7.695
PA10336,248176,SINGLE FAMILY,2,1855,Brick,SHINGLE,1,9,4,2,1,3570,10500,15212,26712,PartCity,2.168
PA10202,257500,SINGLE FAMILY,1,1962,Brick,SLATE,1,7,4,4,0,2817,29391,15235,41367,PartCity,10.963
PA10884,43900,SINGLE FAMILY,1,1940,Frame,SHINGLE,1,5,2,1,0,672,4000,15225,30625,NotCity,8.932
PA10398,800000,MULTI-FAMILY,1.5,1978,Log,SHINGLE,1,7,3,3,1,4710,871200,15044,95289,NotCity,16.661
PA10743,90000,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,6,3,1,0,984,10203,15034,57850,NotCity,13.448
PA10986,34000,SINGLE FAMILY,2,1925,Frame,SHINGLE,1,6,3,1,0,1144,2560,15030,50313,NotCity,17.039
PA10761,575000,SINGLE FAMILY,1,1954,Stone,SLATE,1,9,3,3,1,2018,23925,15243,60717,NotCity,7.224
PA10942,417500,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,10,4,2.5,2,3425,108900,15238,67370,NotCity,11.876
PA10869,405000,SINGLE FAMILY,2,1989,Brick,SHINGLE,1,10,4,3.5,1,3720,39600,15227,38439,PartCity,6.258
PA10234,275000,SINGLE FAMILY,1,1978,Frame,SHINGLE,1,7,3,1.5,1,1505,11395,15237,55016,NotCity,11.386
PA10192,215000,SINGLE FAMILY,2,1967,Brick,SHINGLE,1,8,4,2.5,0,1686,18927,15025,60669,NotCity,13.094
PA10430,115000,SINGLE FAMILY,1,1954,Brick,SHINGLE,1,5,2,1,0,888,5354,15220,44018,PartCity,3.907
PA10734,99900,SINGLE FAMILY,2,1986,Frame,SHINGLE,1,7,3,3,3,3136,87120,15037,55863,NotCity,18.97
PA10120,36000,SINGLE FAMILY,2,1945,Frame,SHINGLE,1,7,3,1.5,0,1200,3956,15220,44018,PartCity,3.907
PA10248,283000,SINGLE FAMILY,2,1830,Brick,SHINGLE,1,8,4,3,2,2723,813326,15037,55863,NotCity,18.97
PA10232,163760,CONDOMINIUM,2,1998,Brick,SHINGLE,0,5,2,2,0,2424,5592,15236,46913,NotCity,7.695
PA10176,36000,SINGLE FAMILY,1,1930,Frame,SHINGLE,1,4,2,1,1,755,6750,15220,44018,PartCity,3.907
PA10753,350000,SINGLE FAMILY,2,1955,Brick,SLATE,1,6,4,3.5,1,1836,13267,15243,60717,NotCity,7.224
PA10926,44000,SINGLE FAMILY,1,1949,Brick,SHINGLE,1,5,2,1,0,1136,3840,15030,50313,NotCity,17.039
PA10683,175800,SINGLE FAMILY,2,1964,Brick,SHINGLE,1,8,4,2.5,2,2650,41648,15044,95289,NotCity,16.661
PA10845,100000,SINGLE FAMILY,1,1926,Brick,SHINGLE,1,3,1,1,2,2752,5000,15215,43750,PartCity,7.116
PA10027,278079,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,8,4,2.5,0,2420,7500,15026,69387,NotCity,23.041
PA10672,87600,SINGLE FAMILY,2,1900,Brick,SHINGLE,1,7,4,1.5,1,1800,5500,15218,35983,PartCity,6.905
PA10474,136000,SINGLE FAMILY,1,1952,Brick,SHINGLE,1,7,3,1.5,1,1443,11010,15025,60669,NotCity,13.094
PA10700,890000,SINGLE FAMILY,2.5,1930,Stone,SLATE,1,12,5,3.5,2,5154,10474,15228,58440,NotCity,7.011
PA10133,835000,SINGLE FAMILY,2,2015,Stucco,SHINGLE,1,13,5,7,0,8919,141012,15215,43750,PartCity,7.116
PA10239,228000,SINGLE FAMILY,2,1928,Frame,SHINGLE,1,6,3,2,0,1694,5600,15215,43750,PartCity,7.116
PA10737,550000,SINGLE FAMILY,2,1962,Brick,SLATE,1,10,5,4,1,3880,16376,15243,60717,NotCity,7.224
PA10191,29835,ROWHOUSE,2,1920,Brick,ROLL,1,4,2,1,0,960,1776,15238,67370,NotCity,11.876
PA10552,484900,SINGLE FAMILY,2,1997,Brick,SHINGLE,1,9,4,2.5,1,3452,17031,15237,55016,NotCity,11.386
PA10148,335500,SINGLE FAMILY,1,1951,Brick,SHINGLE,1,7,3,3,0,2313,57281,15226,37889,PartCity,3.976
PA10705,60000,SINGLE FAMILY,1,1900,Frame,SHINGLE,1,7,3,1.5,0,2338,28489,15026,69387,NotCity,23.041
PA10779,40000,SINGLE FAMILY,1,1942,Frame,SHINGLE,1,4,2,1,0,870,22278,15332,62875,NotCity,20.091
PA10123,288000,SINGLE FAMILY,1,2006,Brick,SHINGLE,1,7,3,2.5,0,1603,11274,15025,60669,NotCity,13.094
PA10174,925000,SINGLE FAMILY,2,1991,Brick,SHINGLE,1,10,4,5,2,8479,219630,15044,95289,NotCity,16.661
PA10555,237000,SINGLE FAMILY,2,1947,Frame,SHINGLE,1,6,3,1.5,0,1564,14500,15241,85102,NotCity,10.798
PA10364,162800,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,2,0,1690,120095,15332,62875,NotCity,20.091
PA10805,130000,CONDOMINIUM,1,1979,Brick,ROLL,0,5,2,2,0,1870,0,15213,18473,City,3.316
PA10070,270000,SINGLE FAMILY,2,1970,Frame,SHINGLE,1,8,4,2.5,1,2059,11250,15237,55016,NotCity,11.386
PA10111,54900,SINGLE FAMILY,1,1950,Brick,SHINGLE,0,6,3,1,1,1526,10000,15237,55016,NotCity,11.386
PA10263,334000,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,6,3,2,1,3353,58153,15237,55016,NotCity,11.386
PA10588,570000,SINGLE FAMILY,2,1999,Brick,SHINGLE,1,8,4,3.5,0,4050,47642,15025,60669,NotCity,13.094
PA10870,887000,SINGLE FAMILY,3,1900,Stucco,ROLL,1,8,5,1,0,2124,3000,15214,30725,PartCity,4.168
PA10159,187300,CONDOMINIUM,1.5,2000,Frame,SHINGLE,0,6,2,2.5,0,1825,0,15235,41367,PartCity,10.963
PA10873,108000,SINGLE FAMILY,2,1928,Brick,SHINGLE,1,6,3,1,0,1564,19567,15214,30725,PartCity,4.168
PA10094,392500,SINGLE FAMILY,2,1992,Stucco,SHINGLE,1,9,4,3,1,2960,23261,15237,55016,NotCity,11.386
PA10306,290000,SINGLE FAMILY,1.5,1988,Frame,SHINGLE,1,9,4,2.5,2,2792,19166,15025,60669,NotCity,13.094
PA10834,185000,SINGLE FAMILY,2.5,1925,Brick,SLATE,1,7,3,1.5,1,2064,3603,15224,22880,City,4.644
PA10484,74000,SINGLE FAMILY,2,1942,Brick,SHINGLE,1,6,3,1,1,1360,7800,15214,30725,PartCity,4.168
PA10579,76000,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,7,3,2,1,1756,7800,15243,60717,NotCity,7.224
PA10255,160000,SINGLE FAMILY,1,1970,Brick,SHINGLE,1,7,3,2,1,1645,14690,15241,85102,NotCity,10.798
PA10941,148169,SINGLE FAMILY,1,1999,Frame,SHINGLE,1,6,3,2.5,0,1437,9439,15220,44018,PartCity,3.907
PA10032,515000,SINGLE FAMILY,2,1993,Brick,SHINGLE,1,9,4,4.5,1,3695,30056,15005,64427,NotCity,22.026
PA10538,51000,SINGLE FAMILY,1,1936,Frame,SHINGLE,1,5,2,1,0,1464,6540,15332,62875,NotCity,20.091
PA10015,315000,SINGLE FAMILY,2,1964,Brick,SHINGLE,1,9,4,2.5,1,2494,20025,15237,55016,NotCity,11.386
PA10361,122000,SINGLE FAMILY,2,1940,Brick,SLATE,1,7,3,1.5,1,1688,675,15243,60717,NotCity,7.224
PA10349,3300000,SINGLE FAMILY,2,1998,Brick,SLATE,1,12,5,7.5,2,12150,193711,15044,95289,NotCity,16.661
PA10003,36000,SINGLE FAMILY,2,1925,Frame,SHINGLE,1,4,2,1,0,1008,1100,15220,44018,PartCity,3.907
PA10829,35000,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,6,3,1,0,952,4956,15235,41367,PartCity,10.963
PA10865,650000,SINGLE FAMILY,1.5,1961,Brick,SLATE,1,10,5,3,1,2887,29894,15243,60717,NotCity,7.224
PA10370,345000,SINGLE FAMILY,2,1997,Frame,SHINGLE,1,9,4,2.5,1,2128,18251,15044,95289,NotCity,16.661
PA10505,35000,SINGLE FAMILY,1,1940,Frame,SHINGLE,0,4,2,1,0,750,2421,15225,30625,NotCity,8.932
PA10706,259900,SINGLE FAMILY,2,2004,Frame,SHINGLE,1,8,4,3.5,0,3120,10454,15026,69387,NotCity,23.041
PA10643,277000,SINGLE FAMILY,2,1965,Frame,SHINGLE,1,6,4,2.5,1,2396,12000,15236,46913,NotCity,7.695
PA10928,32000,SINGLE FAMILY,2,1955,Brick,SHINGLE,1,6,3,1,0,1250,4180,15226,37889,PartCity,3.976
PA10713,308800,SINGLE FAMILY,2,2011,Frame,SHINGLE,1,9,4,2.5,1,2636,14456,15025,60669,NotCity,13.094
PA10750,685000,CONDOMINIUM,1,1997,Brick,ROLL,0,6,3,2,0,2589,0,15213,18473,City,3.316
PA10423,97400,SINGLE FAMILY,1.5,1949,Brick,SHINGLE,1,6,2,1,0,1120,17213,15241,85102,NotCity,10.798
PA10429,393000,SINGLE FAMILY,2,1990,Brick,SHINGLE,1,8,4,2.5,1,3269,92826,15220,44018,PartCity,3.907
PA10823,71000,CONDOMINIUM,1,1975,Frame,ROLL,0,3,1,1,0,751,0,15237,55016,NotCity,11.386
PA10731,128500,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,5,3,2,0,950,6834,15236,46913,NotCity,7.695
PA10332,262500,SINGLE FAMILY,2,1989,Frame,SHINGLE,1,9,4,2.5,0,2028,20019,15237,55016,NotCity,11.386
PA10455,117500,SINGLE FAMILY,1,1956,Brick,SHINGLE,1,7,3,2,1,1222,17500,15026,69387,NotCity,23.041
PA10008,150000,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,5,3,1.5,0,1120,4929,15226,37889,PartCity,3.976
PA10603,357000,SINGLE FAMILY,2,1940,Brick,SHINGLE,1,7,4,2.5,0,1278,4000,15215,43750,PartCity,7.116
PA10451,221300,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,6,3,1.5,1,1486,10125,15235,41367,PartCity,10.963
PA10290,645000,CONDOMINIUM,1,1989,Stucco,SHINGLE,1,7,3,3.5,0,3419,18983,15238,67370,NotCity,11.876
PA10415,259900,SINGLE FAMILY,2,1967,Frame,SHINGLE,1,8,4,2,1,2272,12521,15227,38439,PartCity,6.258
PA10598,110000,SINGLE FAMILY,1,1959,Brick,SHINGLE,1,5,3,2.5,1,1080,9000,15332,62875,NotCity,20.091
PA10171,49900,SINGLE FAMILY,1,1941,Frame,SHINGLE,1,5,2,1,1,788,9628,15034,57850,NotCity,13.448
PA10089,88500,SINGLE FAMILY,1,1958,Brick,SHINGLE,1,4,2,1,1,888,7890,15223,33724,NotCity,6.432
PA10335,202000,SINGLE FAMILY,1,1960,Brick,SHINGLE,1,6,3,1,0,1524,7800,15220,44018,PartCity,3.907
PA10106,291580,SINGLE FAMILY,2,1950,Brick,SHINGLE,1,7,3,1.5,1,1704,8653,15243,60717,NotCity,7.224
PA10149,62000,SINGLE FAMILY,1,1946,Frame,SHINGLE,1,5,2,1,0,962,12137,15030,50313,NotCity,17.039
PA10858,490000,CONDOMINIUM,1,1986,Brick,ROLL,0,6,2,2,0,2609,0,15213,18473,City,3.316
PA10627,63500,SINGLE FAMILY,2,1925,Frame,SHINGLE,1,6,3,1.5,0,1470,25875,15030,50313,NotCity,17.039
PA10004,725000,SINGLE FAMILY,2.5,1991,Brick,SHINGLE,1,12,6,6,4,6525,29120,15044,95289,NotCity,16.661
PA10012,59000,SINGLE FAMILY,1,1940,Frame,SHINGLE,1,5,2,1,0,1150,7729,15034,57850,NotCity,13.448
PA10281,379000,MULTI-FAMILY,3,1880,Brick,SLATE,1,12,4,3.5,0,1980,1751,15212,26712,PartCity,2.168
PA10985,119500,SINGLE FAMILY,2,1988,Frame,SHINGLE,1,6,3,1.5,1,1744,9100,15025,60669,NotCity,13.094
PA10938,865000,SINGLE FAMILY,2,1996,Stucco,SHINGLE,1,9,4,5,2,3972,45738,15044,95289,NotCity,16.661
PA10339,79900,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,1.5,0,1000,26560,15037,55863,NotCity,18.97
PA10660,449900,SINGLE FAMILY,2,2016,Frame,SHINGLE,1,8,4,2.5,0,3834,11945,15026,69387,NotCity,23.041
PA10676,86500,SINGLE FAMILY,1,1945,Brick,SHINGLE,1,6,3,2,1,1046,6000,15227,38439,PartCity,6.258
PA10514,284000,SINGLE FAMILY,2,1967,Brick,SLATE,1,7,4,1.5,1,1864,19341,15025,60669,NotCity,13.094
PA10122,218360,SINGLE FAMILY,2,1946,Brick,SHINGLE,1,7,3,2.5,1,1993,20520,15227,38439,PartCity,6.258
PA10067,228000,SINGLE FAMILY,2,1983,Frame,SHINGLE,1,8,4,2.5,1,2296,24000,15044,95289,NotCity,16.661
PA10389,79000,SINGLE FAMILY,2,1930,Frame,SHINGLE,1,6,2,1,0,920,4242,15220,44018,PartCity,3.907
PA10988,235000,SINGLE FAMILY,1.5,1951,Brick,SHINGLE,1,5,2,1,1,2526,20315,15220,44018,PartCity,3.907
PA10465,2492336,SINGLE FAMILY,2.5,1920,Stone,SLATE,1,13,5,7.5,4,15872,1393075,15238,67370,NotCity,11.876
PA10982,65800,SINGLE FAMILY,1,1957,Brick,SHINGLE,1,5,2,1.5,0,1352,4000,15030,50313,NotCity,17.039
PA10207,73000,SINGLE FAMILY,1,1950,Brick,SHINGLE,1,6,3,1.5,0,1200,9125,15237,55016,NotCity,11.386
PA10509,210000,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,3,1.5,0,1470,3520,15213,18473,City,3.316
PA10116,215000,SINGLE FAMILY,1.5,1940,Frame,SHINGLE,1,6,3,3,0,1414,23958,15044,95289,NotCity,16.661
PA10323,240000,CONDOMINIUM,1,2000,Frame,SHINGLE,0,6,2,2.5,1,1596,0,15025,60669,NotCity,13.094
PA10715,122000,CONDOMINIUM,2,1993,Frame,SHINGLE,1,7,3,2.5,0,1312,2394,15044,95289,NotCity,16.661
PA10717,285000,SINGLE FAMILY,2,1965,Frame,SHINGLE,1,7,4,3,0,2259,13012,15025,60669,NotCity,13.094
PA10630,640000,SINGLE FAMILY,2,1972,Stone,SHINGLE,1,10,5,5.5,1,9058,60679,15235,41367,PartCity,10.963
PA10213,280000,SINGLE FAMILY,1,1982,Stucco,SHINGLE,1,7,3,3,1,2292,34476,15241,85102,NotCity,10.798
PA10647,91000,MULTI-FAMILY,2,1920,Frame,SLATE,1,7,2,2,0,1954,2500,15215,43750,PartCity,7.116
PA10028,144300,SINGLE FAMILY,1,1967,Frame,SHINGLE,1,8,3,2.5,1,1945,10403,15025,60669,NotCity,13.094
PA10081,258000,SINGLE FAMILY,2,1987,Frame,SHINGLE,1,8,4,2.5,1,2748,14274,15037,55863,NotCity,18.97
PA10601,235000,SINGLE FAMILY,2,1996,Frame,SHINGLE,1,7,4,2.5,0,2240,33193,15238,67370,NotCity,11.876
PA10799,132000,SINGLE FAMILY,1,1977,Brick,SHINGLE,1,6,3,2,0,1383,24555,15037,55863,NotCity,18.97
PA10121,384000,SINGLE FAMILY,2,1942,Brick,SLATE,1,11,4,3.5,2,2836,26498,15227,38439,PartCity,6.258
PA10842,175000,SINGLE FAMILY,1,1953,Frame,SHINGLE,1,5,2,1.5,0,720,43604,15044,95289,NotCity,16.661
PA10554,80000,SINGLE FAMILY,2,1890,Frame,SHINGLE,1,6,3,1.5,0,1280,2400,15220,44018,PartCity,3.907
PA10077,251545,SINGLE FAMILY,1.5,2004,Frame,SHINGLE,1,6,3,2.5,0,2307,18600,15037,55863,NotCity,18.97
PA10610,250000,SINGLE FAMILY,2.5,1890,Brick,SHINGLE,1,8,5,2.5,1,2119,3150,15213,18473,City,3.316
PA10856,128750,SINGLE FAMILY,1,1955,Brick,SHINGLE,1,6,2,1.5,1,962,10028,15236,46913,NotCity,7.695
PA10526,330000,SINGLE FAMILY,2,1960,Brick,SHINGLE,1,8,4,3,1,2015,7150,15243,60717,NotCity,7.224
PA10490,36000,SINGLE FAMILY,1,1930,Frame,SHINGLE,1,6,2,1,0,630,7643,15034,57850,NotCity,13.448
